L_M1_foot,L_M1_hand,L_M1_tongue,L_PMd,L_S1S2,R_M1_foot,R_M1_hand,R_M1_tongue,R_PMv,R_S1S2,SMA
3.505692003470539664e-01,-1.563179254036784593e+00,-1.318626054943869752e+00,-1.703442889567329033e+00,-7.496195936899716639e-01,-2.016515902210107569e-01,-1.228219652273151219e+00,-2.028792887294835534e+00,-1.799740940502192910e+00,-6.452765739991095373e-01,-2.838513073622125349e-01
3.881764342281524699e-02,-6.322313107429093915e-01,-5.686466327883933358e-01,6.217722437351224096e-01,-1.649534830200969804e+00,5.862523504412291420e-01,-1.553809789967742494e-01,-6.164853049683216568e-01,-8.175173773956902201e-02,9.914052363826252046e-02,-4.972859216254573722e-01
1.900784904287436738e+00,-5.587205189586779142e-01,2.548326908867390439e-01,1.100788038305585248e+00,2.452882273109093791e-01,1.133828326279631815e+00,-5.700479593448716242e-01,2.214707457570160298e-01,-1.510410436597903368e-02,3.621698404083477096e-01,2.509902456907514012e-01
1.424059153600469418e+00,-9.784606560416907184e-02,-1.144448987260838768e+00,4.949674806093046775e-01,-9.644908481672167522e-01,5.552475485860188797e-01,-2.150080744359921248e-01,-1.226677639592871571e+00,-1.128078213623433523e+00,5.390013703156900648e-01,-1.902640058054593242e-01
-1.220515278632135603e+00,7.541070443748320029e-01,1.570616836037810327e-01,-2.451823265888249670e-01,-5.116058574681899840e-01,-1.871099207451499824e+00,-6.407879425443921972e-01,-1.889360021135995660e-01,-1.864779163558567820e-02,1.642380824688512431e-01,-5.000069760093577287e-01
-6.519179052666240759e-01,3.971113267976861816e-01,-4.270758231763183699e-01,-6.356889805068410837e-01,-6.776078049967145800e-01,-5.751629871232565305e-01,3.288806720601883393e-01,-2.939400966926628000e-01,6.030205215580524136e-01,-4.810736504323240292e-01,-8.884237464942641438e-01
-1.599707602406170270e+00,-2.798770900882483481e-01,-1.128041423858580750e+00,-1.995553900847394369e+00,-1.040198116475056000e+00,-1.489626734197012414e+00,-1.712706418647466533e+00,-4.961618847997166237e-01,-7.173049497860552182e-02,-8.126917533470382482e-01,-1.149167674556548668e+00
-7.105914370559038639e-16,-2.190211786656915675e-16,-9.898518086845341801e-16,2.794500733031985229e-16,-2.121422332031597311e-15,-7.305672300656397972e-16,-1.092336057243635082e-16,-2.387203163243181955e-16,-3.362007788718007134e-15,-1.311063480545935344e-15,-4.465439914578747346e-16
-1.468050204586879780e-16,-2.190211786656915675e-16,5.823788311289583880e-16,-1.767625986058142543e-15,2.166856418220083402e-15,3.528665107296943061e-16,-1.255836037214176598e-15,-7.449373448487355432e-16,-2.664361322160084893e-15,9.538782873243387645e-16,-7.205672360284234638e-16
-7.105914370559038639e-16,-3.907942603037893071e-16,-9.898518086845341801e-16,6.206294165300887088e-16,-2.836135457073544163e-15,1.075155671259917058e-15,5.456674163132406460e-17,-8.591301286977203694e-15,-5.714219224863177729e-16,-7.448280385783669156e-16,-4.465439914578747346e-16
-1.572702508149623979e+00,8.745136155784724030e-01,3.929016062664947739e+00,-2.185634163405897612e-01,2.861658331253297050e+00,3.008461085314935723e-01,-1.520528679265223393e-02,3.947919509149075967e+00,2.734702226869870856e+00,3.908419290209207420e-01,1.623151340316123958e+00
-9.401177756297849353e-01,-1.135993497319433887e+00,5.714490136543344256e-01,5.560152035690383299e-01,-1.088085977679575045e+00,-2.345425963933202240e+00,-1.657469898375468098e+00,1.099517127704469521e+00,-1.727336873312974030e-01,1.149753837993292338e+00,-1.116003301607317866e+00
-9.887269513333593052e-01,3.475575005509843329e-01,6.135692259279693639e-01,6.136403656496127734e-01,9.640596461878888634e-01,-4.390410403965270825e-01,-8.070001456397142281e-01,8.763719845328078462e-01,5.234672375978212111e-01,6.252789080859154636e-01,3.908378421298208116e-01
-8.479024332192286462e-01,7.592031767685670784e-01,7.613394854425298286e-01,7.547017234898313331e-01,1.251600621348372799e+00,1.577531270312741707e-01,1.550646801987741075e+00,9.681663322687045214e-01,1.241530124577263194e+00,2.015266466696638670e+00,6.908145431447381135e-01
1.093039353396690894e-01,9.551705199419245895e-01,-5.975108078403130740e-01,3.984675709831411172e-01,-1.155345347949853080e-01,1.160384924516247168e-01,2.497368651918812077e+00,-1.368631165779328418e+00,-1.698767260558587511e+00,6.148178141304742050e-01,-2.597528845910471174e-02
-5.454209622461013950e-03,-5.821684329390764967e-01,-9.746149306266408407e-01,2.133390848551500518e+00,-3.838101693900993761e-01,-8.863599381257128984e-01,-2.846950696549741533e-01,-7.161730180208156771e-01,-1.372889045347453152e+00,1.750795112749252425e-01,-2.035828384730685059e+00
7.931129015121131109e-01,-8.444961990372820138e-01,-5.558142353214499121e-01,-1.595555016162665707e+00,-7.272808215937011100e-01,1.220110720292419959e+00,-1.026123887963366066e+00,-9.767562260385813655e-01,-1.047523580996892134e+00,-2.199560431745514411e+00,-1.438109031428900675e+00
8.717654413495702359e-01,6.751046049991490383e-01,-1.398208248635514517e+00,9.884890188586004101e-01,-1.549138335356493146e+00,1.837577166690447905e+00,7.656920250918854975e-01,-1.862788809672001111e+00,-2.201623696363464777e+00,1.362384417103553957e+00,-3.677509045026789436e-01
4.361532284359707079e-01,1.371181629120080903e+00,-4.918903015563281800e-01,7.070155807056942576e-01,4.844616939895653451e-01,-1.144549039475171309e-02,1.366309100780203734e+00,-2.499921845171159673e-01,-7.310058208848411176e-01,1.061683735832644748e+00,-1.509158662550636132e+00
-1.547180086870364901e+00,6.364065775771214906e-01,-3.639040870906814357e-02,6.185053126376672816e-01,1.371967809457357024e-01,-4.829480349418876495e-01,1.082453295871105947e+00,1.137909702110181387e+00,-4.361622251504211345e-01,7.348961621886308526e-01,1.283894673678882825e-01
5.639168552545299751e-02,-5.961576631541994908e-01,-1.685889556362842878e+00,9.966022246947841001e-01,-1.044094052677369433e+00,1.262359126502708540e+00,-1.788993784808560417e+00,7.600553057918837951e-02,1.035927740327913904e+00,-1.445421538242305015e+00,1.243717950932940131e+00
2.434909392813685347e+00,-5.227257104302843738e-01,-7.054664063936644247e-01,-2.685112603131074860e-02,-1.307995427511514208e+00,1.995005127432045056e+00,-7.449473177608697538e-01,6.399034760933570709e-01,1.683615700847177266e+00,-7.123038632880479559e-01,7.483054361904243335e-01
8.126893599367679411e-01,-9.580054987716364323e-01,5.103518339424041317e-01,1.900224441669559894e-01,-2.801269856460704699e-01,3.441100360862337504e-01,-5.368349219830842456e-01,2.859753207929383589e-01,2.990679038217648467e-01,-2.848319844599429551e-01,1.152430736889610730e+00
1.091510383752994251e+00,-9.682105127139057910e-01,5.410251461477121326e-01,-4.367518673784440697e-01,1.159069196197800800e+00,-3.331256180620712493e-01,-7.308522381691873182e-01,-2.858457791117815505e-01,7.903118269241082849e-01,-7.782696746321925430e-01,9.937913202238320975e-01
1.168696618268149023e-15,-3.654482811427646210e-15,-1.775967128591280464e-15,-2.108805329285032581e-15,-1.406709206989650657e-15,3.528665107296943061e-16,-1.870087339798004739e-15,-9.980458591109441678e-16,-1.269068389044240015e-15,-1.311063480545935344e-15,3.755257422537715023e-16
2.918489213171912566e-01,-1.554726427109939468e+00,7.301841418551607843e-01,-5.833823611670458931e-01,-7.748650039705063941e-01,-1.654394419405270211e+00,-1.442489397484997937e+00,-6.394343840852547700e-01,-4.498685660947229770e-01,-1.889359787769885335e+00,-3.775616671115006318e-01
-1.671988275521225226e-02,1.267512766919683953e-01,5.623438558972077006e-02,-7.739779891622845520e-01,9.569432857737866782e-02,-3.610037185206760313e-01,-7.473760394365693005e-02,3.578044228047316117e-02,6.278765445090013220e-01,-1.931582007436684956e+00,1.238672466447093556e-01
1.974477990695670468e-02,7.512324568932674529e-01,2.277895488295150983e+00,-3.176779369823946597e-01,1.877858683121758521e+00,-1.294000586896395300e+00,1.016990550944612881e+00,1.174371127418708971e+00,8.898204375871557881e-01,-2.777027135626536358e-01,3.962196540838929248e-01
1.175431864412238125e+00,2.680254216949883861e-01,1.605481756869720611e+00,-3.982258168026808764e-01,1.827211053907896732e+00,-4.178518224238798595e-01,5.388723075606166590e-01,6.629418925558078213e-01,7.589418760609195624e-01,-5.686414767679709437e-01,-4.009718211088836859e-01
1.388475669556773484e+00,-1.337580917125844315e-01,-8.257002981504081296e-01,-1.534891981944161543e+00,-3.341954397549469213e-01,4.951849588840074312e-01,5.973756838523082147e-01,-1.722724506882914008e+00,-7.519110555000642071e-01,-1.851404354149908338e+00,-5.610019273755348923e-01
1.544554229332959778e-15,-7.343404235799848354e-16,1.368494151035704672e-15,-5.734982847640269170e-16,7.374301681361896993e-16,1.797444831790139761e-15,-2.730339530800510995e-16,2.674967122000991523e-16,1.870340710466410270e-15,1.520113729291907292e-15,2.293688454247612755e-15
1.577505231029535437e+00,9.961312244592250842e-01,-5.527327053126707135e-01,-1.569250498368747471e-01,-5.929439305140504768e-01,5.705433022665103993e-01,7.592503469222171564e-01,-1.483039972013474816e+00,-1.853629542989954082e+00,-1.874785015397677057e+00,-1.086557041337646190e+00
6.049102016709331867e-16,-5.625673419418870959e-16,-5.967941487311610381e-16,-9.146776279909169549e-16,-6.919960819477038061e-16,2.625803656634164929e-16,-9.282353425028013660e-16,-4.888893062766168389e-17,-1.443480005683720674e-15,1.236996008308123028e-15,6.495489868243202808e-16
2.505162533450766005e-01,2.007919890178620381e+00,8.416180044138614758e-01,3.103881328020035912e+00,1.493744528424640228e+00,2.237267928906480297e+00,9.665324141652639200e-01,1.459455897013256953e+00,9.561290689085895078e-01,1.863379023739704543e+00,1.506649338567814578e+00
7.781383772066861049e-01,4.773229732850444051e+00,1.006749682021853554e+00,3.116907990496013414e-01,2.136805386046250366e+00,1.951524207309232484e+00,1.396190474372469126e+00,5.573475180354371394e-01,4.450659471398620837e-01,2.944382922351926002e+00,3.120997000093544749e+00
1.323944622723127740e-02,2.294391430796131892e-01,-1.947827373639641646e+00,1.319031766301114184e-01,1.417373463191581584e-01,2.548629952140221144e-01,-1.259295740551977572e+00,-1.704568908212192646e+00,-1.307913394968788778e-01,9.717053249942511073e-01,1.839164539566944256e+00
-2.402715625321504289e-01,-2.011616167186248472e+00,-1.782010050718046523e+00,-5.425332176848252086e-01,-1.497140834576222268e+00,-3.843458196489808465e-01,-1.887805761168252605e+00,-1.548883644230202528e+00,-7.117395591042992020e-01,-9.791451881936010793e-01,-1.543151518707053471e+00
-1.260174166810812624e+00,-2.384363184119539625e+00,-9.720677025845129160e-01,-8.526309050228743081e-01,-2.164694805326158988e+00,-1.805354772115372430e+00,-1.044029637597280180e+00,-8.321452433769971346e-01,-1.149763703681079718e+00,-4.816606893497670794e-01,-9.215552992803139887e-01
-2.251245312275699018e+00,-2.178456635033877653e+00,-8.119442708477271342e-01,-1.319838534631047722e+00,-1.289842723373329170e+00,-3.739794530890506175e-01,-2.049633533926439877e-01,1.553614098215035932e-01,-6.914164400700181234e-01,-3.106621461224235402e-03,-1.296040766551520784e+00
-5.553662252664805926e-02,-6.397701607906058907e-01,-2.029561490250577846e-02,-2.370768517242247686e+00,-4.942189701586249262e-01,-4.008323979704290774e-01,1.144428829183622209e+00,-1.080601330448160285e-01,-2.134482334012422378e+00,2.142440665560088053e-01,-1.974504778601433364e+00
-2.740581717916074078e-01,-8.832127416989151714e-01,-1.816561859418544186e-02,-1.319454161064765430e+00,-7.049103820616325899e-01,2.069924157709204515e-01,2.142121524080706219e-01,-6.313011971512076659e-02,-1.155059313448324465e+00,-3.596034357298552031e-01,-2.129239718518961766e+00
-6.590178081084461237e-01,-1.296671146189837032e+00,-1.060575449305938500e+00,-5.175612933228107559e-01,-1.260338213335716162e+00,-2.680136871466843873e-01,6.431886598635067065e-02,-2.687103499794538108e-02,9.729751011447658471e-02,-8.703737339669987971e-01,-4.229863468500894008e-01
-6.387603246748338459e-02,7.339608481950661290e-01,6.202178388171800671e-01,1.649026808243403863e+00,8.209317923506599668e-02,1.109323041370936236e-01,6.609065913833215289e-01,1.919956000095893733e+00,1.994941918458170260e+00,6.117151942248881813e-01,7.536164984073037143e-01
-4.619397589324589770e-01,7.475182780078131195e-01,1.998056997734210638e+00,1.881111745783720313e+00,1.644641738455886903e+00,4.316971473613318566e-01,9.030407253299712611e-01,1.728804596500272517e+00,8.029270507120721545e-01,2.142507671320970974e+00,-5.964286816689063908e-01
8.967498456984579480e-01,-9.831714959809635390e-01,-6.880117496557985879e-01,7.478839861460719884e-01,-1.350119431224443334e+00,3.708800383277179313e-01,5.423123574476255149e-01,-2.069889557658824986e-01,-1.025790401959553844e+00,1.760676913238035990e+00,-1.509655832846675150e+00
2.055614899145719445e-16,-2.409127969551437648e-15,-7.207658801101301927e-18,9.618087597569789439e-16,-1.674726628880380677e-15,9.848695261936392942e-16,-2.402438468703989416e-15,1.409424550689948154e-16,-1.443480005683720674e-15,-1.027945759562151081e-15,1.471618720535966567e-15
-6.279994275136459025e-01,4.618831868252230022e-01,-3.004469070472666758e-01,6.556584636267052124e-01,8.482632788394679491e-01,-1.299844121518194839e+00,-7.603761482328614818e-01,-3.965119623806105387e-01,1.436140249312497508e+00,1.574740196746146070e+00,1.484643427238236724e+00
9.977961515124913472e-01,3.191175458226664485e+00,1.421943269592413017e+00,1.918315263973564777e+00,2.858178331212121392e+00,1.656389013192492543e+00,1.155502368995740436e+00,1.547835454944500810e+00,3.432821587187046664e+00,3.167782030763787393e+00,4.962280424537737211e+00
-2.263745521907120306e+00,2.896393442535146523e+00,1.856831573552362169e+00,1.730143359243893286e+00,2.673443782011823533e+00,2.889088903287051480e-01,8.118459373979262095e-01,1.823731656021627012e+00,1.397312530764750704e+00,2.797017476688298476e+00,3.099949183517327178e+00
-1.980251434795554100e-01,1.564010706846865162e+00,1.309269962911359386e-01,-3.033670347608323326e+00,8.572185777503203985e-01,-8.395103444050363573e-01,1.198990716437296628e-01,-1.189585547188294345e+00,-1.569689202912344816e+00,1.061894238411254937e-01,1.026591458526091127e+00
-1.182007976963987295e+00,-1.701032948726340477e+00,-1.913796451147477540e-01,2.128582609598154152e-01,-9.167314167725152396e-01,-1.129031575266389753e+00,-1.300364817306089771e+00,-7.562095034698633755e-01,-5.709525043645431730e-02,-9.280950508163464674e-01,-1.900800890729868575e+00
-9.255905880403502151e-01,-1.892892107154773962e+00,-1.534604259402971405e+00,2.765033730386682875e-01,-1.023984558015048840e+00,-1.398902856373973602e+00,-8.384277096118306627e-01,-9.656918326689427623e-01,-4.356411525360228687e-01,-2.579642231020176535e+00,-1.962325430174190144e+00
-1.944058225629810913e-02,-1.249527635978962659e+00,-4.695313302602482364e-01,1.962892294401049897e-01,-7.977264233171423857e-01,9.095535505025243994e-01,-1.171006616516854226e+00,-2.359766024678163765e-01,-1.601469814676968750e-01,-1.646256118137367164e+00,-1.819492018259705857e+00
-1.049082471897478386e-01,-2.414392499324391039e+00,3.630731090102307101e-01,2.147075189603324941e-01,-8.120867631427540756e-01,2.069880875115397423e-01,-1.078632703831376105e+00,4.110808120292512857e-01,-8.676899868372963676e-01,-6.731000524469173130e-02,-1.078362554212360491e+00
9.733200001429415105e-01,5.378837832538695407e-01,3.718421551429964000e-01,-1.139193124289748837e+00,-1.918382918257681077e-02,6.115679283623987050e-01,9.341776270586080178e-02,1.357931516334003608e-01,5.626433940146406965e-01,-3.771226825087016510e-02,1.838940375083086831e-01
-1.475362734264209275e+00,-4.413691771657207163e-01,1.143891968639189211e-01,-6.635444953739187968e-01,-3.483183043257147005e-01,3.168279896003159957e-01,-3.784230251769022946e-01,-2.228161781049111667e-01,-2.664319895930775117e-01,-1.102558918671371124e+00,-1.583343958334207102e-01
-5.134918153326798462e-01,4.650659100114733491e+00,-1.967458344182043163e-03,3.463153234484706910e+00,1.647768239827030579e+00,-7.474771757838177821e-01,1.665657109920162249e+00,1.157676461856993688e+00,2.536686315186644780e+00,6.890554007523572722e-01,1.655535547934089635e+00
-3.774251905772503246e-01,3.255937241266874338e+00,3.640366070377058505e-01,-1.100088829284402436e+00,9.699148005823429175e-01,-7.285996927200342858e-03,1.494052902357782875e+00,7.564343742741038712e-01,8.131313368543032771e-01,2.591707273993043015e-01,5.294500782050752807e-01
1.674306109172739587e+00,-2.853654323872667042e+00,-8.838897477778232536e-01,-7.037090445742834044e-01,-1.070078566691416988e+00,-1.037186729656299988e+00,-2.372338720028289050e+00,-6.092650178144587425e-01,-1.374360997085684932e+00,-5.306959644406306076e-01,-6.873518632811832507e-01
8.030922850982178396e-01,2.811581517564775146e-01,1.437697437006674739e-01,-3.817538831309192360e-01,-5.161329410068959955e-01,6.469351130906393355e-01,2.811740322666767544e-01,-3.966082459447183850e-01,-7.170283383474300443e-02,-7.295219057519707340e-01,5.758277219839291750e-01
3.267567899031752904e-02,-9.290023637777158338e-01,7.319814050681211492e-01,-8.822874001746829897e-01,6.084317336756155797e-02,-9.380442632566922401e-02,-7.951012209051540047e-01,-8.471464948935129025e-01,-5.911070205148187817e-01,-1.143199087616895149e+00,-1.381581947160471113e+00
7.795299435602923710e-01,-1.271854366339232101e+00,-6.624696026548693162e-01,-1.821234503610826838e+00,-1.365285616293799409e+00,-2.566797675141597734e-01,-2.559291752144504106e-01,2.014322305902527949e-02,7.064144931166390640e-01,-1.087633033024810736e+00,-7.557454170052863018e-01
5.311783990801923760e-01,-2.055833757826766917e+00,-1.826025885967239026e-01,-1.046562725626025009e-01,-1.758327291412713267e+00,-1.401365893475975843e+00,-1.348658262870144897e+00,-5.878339142676535234e-01,-4.516124194192135954e-01,-8.056516929296416718e-01,-9.787765102086891655e-01
1.784178743462885852e-01,-6.348962919657875625e-01,7.849348835660689971e-01,-8.257912263235528405e-02,-1.044783545673901193e+00,1.972003818375016593e-01,8.651413312589913973e-01,-2.157591603365557054e-01,-4.015634090701504233e-01,-5.777399283045697720e-01,3.300941964185264421e-01
2.255126811894639260e+00,9.360628877550104532e-01,1.652666167938223962e+00,8.289415174576180156e-01,1.463878235120037674e+00,1.466308197344327491e+00,1.980475545115187419e+00,1.757562956332419379e-01,2.721703954228434919e-01,-2.040650183629287295e-01,2.790849505752759363e+00
-8.282870781847111452e-01,-1.657521367552343916e+00,-3.964163483434588083e-03,-4.240668706877204208e-01,6.447753084092727738e-01,3.292830435333021083e-02,-1.186003341264648014e+00,1.279144156009484057e+00,6.808235899960783932e-01,-8.012309447754009106e-01,-3.558171662866699836e-01
1.051575896503835067e-01,-8.623744295856443642e-01,-1.142918687243098308e+00,2.615560341932636756e-01,-1.885963998603223279e+00,-1.567064612945468838e+00,6.430537817075520080e-01,-1.805818764480023042e-01,-1.546939874628096456e+00,-6.699247748620960896e-02,-5.864938771815385310e-02
1.647437231372486766e+00,-1.283869965029857063e+00,-1.023281766070795351e+00,-6.515239919464754781e-01,-5.976171430656560535e-01,3.626721199800310713e-01,-4.765813491038716765e-01,-2.274872831675529006e-01,-1.531058161107847759e+00,2.034266229599388659e-02,6.325358389917246082e-02
-4.662904298736779696e-01,-4.560127665408537090e-01,-3.624569053707263899e-01,6.290962000916963115e-01,-1.601001167477046905e-01,2.043841515159202926e-01,-1.132167049889253985e+00,-1.000465338754166655e+00,-1.598308198104240629e+00,7.102739072581720770e-02,-7.195163529427801574e-01
2.107951565955042961e-01,-7.320539400035978028e-01,6.389750992136776775e-01,-9.916928584286399673e-01,8.830835454284744479e-01,8.417874681777939294e-01,-6.305768879007662697e-01,5.021161861562775108e-01,-6.493109433331180069e-01,1.210372788374677044e-01,-4.989468657853858291e-01
-5.601933429697452116e-01,9.423275250297303840e-01,1.613244420711307248e+00,2.401211589880418718e-01,1.139279441691774197e+00,-5.005196245933720700e-01,1.507593317227905683e+00,1.174807869495892332e+00,1.191578876606465137e-01,2.039927131523393555e-01,-4.379027161211361818e-01
-4.598688904811680800e-01,-4.376410426790708352e-01,-1.554132369501618795e-02,1.696857555048307820e-01,-2.634715030410508252e-01,-6.752626089394930808e-01,2.123357312800916441e-01,4.620558837370334349e-01,9.685623166355747937e-01,1.882485092137888560e-01,-9.552564821909655945e-01
-1.274427756198203143e+00,2.367290097018046047e-01,2.135245534837136028e-01,-4.929311099161967080e-01,-2.628762362166503497e-01,1.430891004536070654e-01,8.623513563753418820e-01,-2.185673202555286632e-01,1.185757465384301268e+00,3.866768088879891097e-01,3.785129486234087848e-01
1.585500994806469333e+00,8.770712328827129367e-02,4.111481810927647973e-01,1.441047897846987613e+00,1.005726159382095863e+00,2.199725861288383211e+00,1.413433420622517700e-01,4.222189146844040342e-01,-5.596293900624973311e-02,1.043163883415450188e+00,1.222111105948759935e+00
2.331355399510974535e-01,5.317194907767567313e-01,-5.762065342477500351e-01,4.794913667475104307e-02,3.938489204579950775e-01,1.219374940858908518e+00,-4.873288085770285938e-02,-5.023898888604959589e-01,8.880178362410620641e-02,-6.857327113850065770e-01,2.061812450282631826e-01
-3.289440803656737411e-01,1.258567885090448923e+00,-2.327929056888230208e-01,-5.596954721406892652e-01,-8.699670534885779391e-03,3.761399856420462595e-01,1.110849774449050420e+00,-7.016226033940535789e-01,-9.158789804249923838e-01,6.401464782064743286e-02,-9.624982965016797010e-02
-2.043889212497954411e+00,1.402951334455049937e+00,-1.418357979560718851e+00,9.960284950322748077e-02,1.361202323700553829e-01,-8.820516121678928512e-01,1.996648643727343964e-01,-6.395108773599428309e-02,-7.615639244513975337e-01,9.363561050525366289e-03,2.186049664858206731e-01
8.244884406166508306e-01,1.436490336198035900e+00,-5.586957188382111333e-02,2.979281446431146230e-01,9.551797220729633109e-01,6.873117036543463509e-02,1.053914304755342313e+00,2.330387654157938249e-01,-2.140299050931366090e-02,8.461487107655968343e-01,1.012556131890371969e+00
8.416545675794424586e-01,1.407776494150167590e+00,-2.098654123551451089e-01,1.544784848187525927e+00,7.318819199832369282e-01,-1.347092409157862880e-01,5.923851797710442124e-01,9.272715722535880556e-02,7.814685103323336657e-01,-1.899926473417824502e-01,1.762864282977956165e-01
-6.136453695364746386e-02,1.759808465429239854e+00,9.725207549972365584e-01,9.201283458481611666e-01,9.375666863914750015e-01,-9.178395672865095889e-02,1.876316735031954508e+00,9.054028306457253539e-01,1.864648090516924261e+00,2.028413377080377222e-01,1.417878189563384295e+00
-1.380853161248255967e+00,1.401284725812360632e+00,4.344008008628054696e-01,1.859201885932065812e-01,3.969165869579180383e-01,-7.723012217340859964e-01,4.991188118167470128e-02,-5.701653666380638308e-01,-1.874326302025191571e-01,9.897192208672161984e-01,3.236591865600926266e-01
-5.525895840856599461e-01,-7.385181020618748482e-01,-9.807460691776138662e-01,-6.023924660514081708e-01,-1.232150946632003669e-01,5.255790639748850746e-01,-2.105066579755031864e+00,-9.910800692148495905e-01,-8.325048896485717220e-01,-6.162250247848044538e-01,-9.481398088451923334e-01
-1.441095678069337804e+00,-7.212803693227831658e-01,-6.217506051310053294e-01,-1.228217501183009208e+00,-9.785905613079327603e-01,-9.583199401891224767e-01,-1.160994656542053249e+00,-1.417556170051041065e+00,-6.511559999029383761e-01,-3.380147613197058698e-01,-2.207169154025594882e+00
1.141055191989913897e+00,-8.955096338683734558e-01,-8.098488359833259098e-01,9.381214950328441438e-01,-7.393979251469042779e-01,-3.887588462428693270e-01,-1.578663994892077982e+00,-9.984232996471869015e-01,-4.207319588918564252e-03,1.967036308004706247e-01,-8.262789148586759946e-01
4.115372457320305433e-01,-1.213737775456489087e+00,-1.135709114288918409e+00,-6.843595576691481608e-02,-1.062956709269476496e+00,-1.357687102480082286e+00,-1.828757419959372577e+00,-1.087074106358250303e+00,3.299038209828977219e-01,-7.561769460528133813e-01,3.292367366341084067e-02
-9.936296699796657306e-01,-4.134126429345871823e-01,-3.602985675366705554e-01,-8.632788926808229180e-01,-9.185041262357026559e-01,-4.797852279744506676e-01,-2.608987656405005184e-01,-3.702512214284447434e-01,-2.364075421814137434e-01,2.959454329078040069e-01,-1.020443061477581015e+00
-1.542800536961014546e-01,3.655194086355272876e-01,8.426041532002141732e-02,-7.226991144294627745e-01,1.491216602043621831e-01,6.624021256518695111e-01,1.272585261728669481e+00,-2.525688387860265949e-01,2.958780018049502192e-01,1.678003693596726631e+00,-5.244608548149599647e-01
1.485242315212012221e+00,-1.416970961180023247e-01,1.296329007761260199e-01,5.053753594628530577e-01,6.588773890111874199e-01,1.340479683723845072e+00,-4.163014400068431597e-01,5.761318651794176127e-01,5.623440224163407386e-01,1.673437422153746246e-01,7.389339931081737589e-01
-2.876837260684547704e-01,1.822110994395852723e-01,-3.004801085460211962e-01,-7.977684468018851893e-01,2.437039729243833663e-01,-3.723194218478694251e-01,4.306509637127807211e-01,3.989470847656473862e-01,1.010892148510394578e-01,7.479460274332208058e-01,1.218871607793815537e+00
5.119424074987638518e-01,-5.090917588409802352e-01,-3.515023707743907266e-01,5.472430740028482177e-01,-4.605303756648483904e-01,5.517696034901371505e-01,5.008764655309885239e-01,1.693220747833407841e-02,-4.908794855425265835e-01,3.588215041854827536e-01,-2.500511330251065090e-01
-4.912074084613275438e-01,1.805605034289435584e-01,7.340436254678213146e-01,5.930331575685007239e-01,1.160220926731055924e+00,-1.098422023531167024e+00,1.684864781853278926e+00,1.048655484990790532e+00,-1.224033771731628806e-01,9.798158015688175349e-01,8.675593677046136154e-01
-1.722183592526233431e+00,1.408751853370669715e-01,5.671134310196960238e-01,5.433897068002757624e-01,7.541743234564637355e-01,4.703648855504928838e-01,-4.913476763272673353e-01,2.944965001700880491e-01,-1.388182048047610917e-01,6.883857889761334503e-01,9.240326880110331098e-01
-5.026196668050098015e-01,1.333062182758629977e+00,2.392349877571977590e+00,2.252019917236284030e+00,1.932408400546784977e+00,-2.307193587236232996e-02,1.405591531088668633e+00,2.477361879774333087e+00,2.394182459550092901e+00,3.108297105835890473e-01,1.421698073626436853e+00
2.578162659761188911e-15,-1.464376020541900179e-15,9.754364910823315300e-16,-2.791164015738813051e-15,-1.049352644468677232e-15,2.790592427519195952e-15,-4.368042636972240019e-15,-8.556723198384517734e-16,-1.530685814003461003e-15,1.045251243729858875e-16,2.704723321103435848e-15
-1.478580590038537923e-01,-1.534677735948226873e+00,-1.453162779104196556e+00,-1.946108143194083206e+00,-2.193701624748467971e+00,1.561022979945085321e-01,-1.304514047956768952e+00,-1.306773148393525430e+00,-7.936589375900116039e-01,-1.477286316949699030e+00,-1.000756885473139013e+00
1.726495276422598257e-01,6.005194299682937720e-01,1.192707341353242551e-01,-4.713174196495406587e-02,-7.668562799665935570e-01,1.053080806868538222e+00,-3.342768621584003563e-01,1.685325090856982788e-01,1.604048087882907980e+00,-3.124209467417006780e-01,4.775533666526750043e-01
1.815348700844017005e+00,2.802002484145388883e-01,8.386359016032920444e-01,1.550427950544974065e+00,1.385359349511462890e+00,1.507879093790398306e+00,9.496051680894960212e-01,1.092247923693825618e+00,1.624044962535560410e+00,-2.894552178793216024e-01,1.563024920613704793e+00
1.334480578311121046e-01,-1.765773914990401927e+00,-1.220539792166072557e+00,-1.110143316157633731e+00,-1.084374525027772762e+00,-2.012943543156709980e-01,-1.644407842529989949e+00,-9.602598145978951116e-01,-6.818969696382550794e-01,-1.436294101549225655e+00,-1.099423325851691891e+00
2.288780578155811707e+00,-2.983048497767185059e-01,-7.011825106107639760e-01,2.900221911221003701e-01,-1.612558099332521699e+00,9.877890414706921307e-01,-6.998537627811097783e-01,-8.288346468071802753e-02,-1.154499085622146204e+00,-9.657421811440403125e-01,4.204467136866030796e-01
1.085859839805382476e+00,1.921988929589871498e-01,-1.450974204042184024e+00,-3.813683375376711870e-01,-1.386484267612626775e+00,1.199945457804062338e-01,-1.919642813227362688e-01,-1.550300194285893607e+00,-6.903490356086890989e-01,-4.361811338073004474e-01,-1.229493088403373013e+00
