foot__Left_3b,foot__Left_4,foot__Right_3b,foot__Right_4,hand__Left_3b,hand__Left_4,hand__Right_3b,hand__Right_4,tongue__Left_3b,tongue__Left_4,tongue__Right_3b,tongue__Right_4,whole__Left_1,whole__Left_2,whole__Left_3a,whole__Left_55b,whole__Left_5L,whole__Left_5m,whole__Left_6a,whole__Left_6d,whole__Left_6ma,whole__Left_6mp,whole__Left_6r,whole__Left_6v,whole__Left_SCEF,whole__Right_1,whole__Right_2,whole__Right_3a,whole__Right_55b,whole__Right_5L,whole__Right_5m,whole__Right_6a,whole__Right_6d,whole__Right_6ma,whole__Right_6mp,whole__Right_6r,whole__Right_6v,whole__Right_SCEF
2.421294190956361891e+00,1.361108808776855916e+00,1.248481116749639241e+00,1.033484486452934226e+00,6.926904437603016440e-01,1.176028123307377854e-01,6.651323450186824582e-01,1.746240438054835309e+00,3.094366946889647529e+00,2.507849026448854879e+00,1.268382602985554719e+00,3.204849381411033260e+00,1.237451599190475982e+00,6.333031559278788636e-02,1.413386807589286809e+00,1.080260726113335679e+00,1.953522733291419788e+00,1.606320965211809559e+00,5.839825875407864825e-02,1.225492800450930009e+00,-5.203042455861019988e-01,1.917426746260193271e+00,2.008526577391843926e+00,2.601871005987552277e+00,1.423627495454302450e+00,1.682123749948895242e+00,1.314395723604071087e+00,5.677615901620234329e-01,6.352673393977114058e-01,2.404506151542138870e+00,1.676400631894093607e+00,1.074841649372183794e-01,2.206587144884783136e+00,7.568954276840299533e-01,1.369082840308187554e-01,3.046459415396516324e+00,2.653005802441667171e+00,1.975004404841754324e+00
1.968647112182394743e+00,-2.250450854909836762e-01,1.407949314389759898e+00,8.784610290628830018e-03,-1.716914313288127047e+00,-7.741957142681004100e-01,-9.095836368881901057e-01,-7.061191959869947965e-01,2.275742650434801728e+00,2.125027918884274669e+00,1.307340900031541464e+00,1.308387405274791249e+00,-8.456266413239408308e-01,-4.694590383145317847e-01,1.964411546049940060e+00,-1.095193616085136545e+00,2.608611566249809055e+00,7.471458846776988239e-01,-1.623672272774415504e+00,-5.587526746979990522e-01,3.100337506798391263e-01,1.198952659204503668e+00,8.318552570922311817e-01,1.269118906273723812e+00,-3.321672157097723677e-01,2.501889929554778069e-01,-7.432837635629483408e-01,1.324322435819482280e+00,-3.927762048006315510e-02,2.150546960101625160e+00,1.192277345352251716e+00,-1.470977671079150451e+00,9.889082156265537327e-01,-6.321141973326375174e-01,-8.980376053998014863e-01,9.227386188902706454e-01,2.036271045402326951e+00,-1.362126708085249716e+00
2.456411112505271777e-01,-7.544725801612642835e-01,-7.974890900095219504e-01,-5.571809672164136362e-01,-2.150172136314359717e-01,-3.744504680757625992e-01,-3.298191746375440103e-01,-5.278015435158137647e-01,-1.019467283465261609e+00,-1.850899557701968901e+00,-7.993662514241864914e-01,-1.666097150661929316e+00,-2.154308275174734721e-01,-1.340681207236559702e+00,-1.814756011437620442e+00,-9.186544855378764307e-01,-6.131504495089816764e-01,-1.427501713411118534e+00,-1.228000037825883517e+00,7.936575611214385928e-02,6.258394242021743104e-01,1.539914869369294892e-01,-8.122729056416913007e-01,-1.141541302564307969e+00,-1.816624481881557451e-01,-3.299622723936774804e-01,-1.449738138990165792e+00,-1.042307079432789330e+00,-1.337077531507007810e+00,-6.928640445316665009e-01,-1.712656545288770316e+00,-4.677615667252391640e-01,4.177742770043835763e-01,6.709099845522270567e-01,7.012968922438944652e-01,2.707897593386654478e-01,-1.536823724519791767e+00,-4.144749986241054174e-01
-1.554801235459615238e+00,3.245231175273943780e-01,-3.865356071154408268e-01,7.423689755762798159e-02,-5.782599416511158275e-01,1.203629070460859457e-01,5.884954396474776361e-01,1.022613704594284301e-01,-1.912728439160599869e+00,-1.750779278605293587e+00,-1.507044172323256825e+00,-9.942132031935871916e-01,-5.862110927347959910e-01,2.668113531347013345e-01,-1.415675144692767118e+00,2.142060204444995175e-01,-9.418312661727014090e-01,-1.212002416863915633e+00,7.631619930072158775e-01,-7.020602104593491877e-01,-4.251173928467343877e-01,-8.827738853567321797e-01,-7.558873711462035239e-01,-8.275413242211668852e-01,3.530174200019728925e-01,3.141765787792252795e-01,4.683874331129224133e-01,-1.141950659863874451e+00,-5.047362138194469994e-01,-1.015396121074367608e+00,-2.152706334017240319e+00,9.654256358833589458e-01,-7.183609017058641966e-01,-1.122726823128798790e+00,-1.099815189340813459e+00,5.342305271268094069e-01,-6.288719746184373571e-02,2.591128625734641089e-01
3.439799548890084546e-01,1.952658097972185813e-01,-1.884585471934308309e-01,-1.681501801617494296e-01,6.171862660857373450e-01,3.343455969518763782e-01,1.121209089627678152e-01,6.913694430785144451e-01,1.038968135950667504e+00,8.593379400405665169e-01,1.325559304727876642e+00,8.178524467572018120e-01,5.557417236570547647e-01,1.256698428354738883e+00,5.715988547992533197e-01,5.431270027776676779e-01,-5.639286992312914082e-01,-3.960405555642583786e-01,5.089134240415297272e-01,1.109248979929235768e+00,1.670504507394139360e+00,-2.755184635283171035e-01,6.692490314692929321e-01,1.335611665681711857e+00,9.238870446615102816e-01,8.684591162335136838e-01,-2.599953234256575582e-02,-2.642730165261282238e-01,1.478861435586799611e-01,-5.943505590004005690e-01,-9.944679241327974983e-01,6.246424915451708609e-02,1.064874548041604641e+00,1.997668948670437705e-01,7.119198905779391406e-01,3.865145586610506667e-01,8.042929851532412133e-01,1.334730564935128871e+00
6.898113019635764287e-01,2.304464342836504143e-01,7.388161929708110254e-01,-8.459356459531933714e-01,1.044388500835089051e+00,9.341433858679561997e-01,9.951750929345950514e-01,7.709241104735330419e-01,-7.862353518230702498e-02,4.599080350490580282e-01,4.652329652496624557e-01,-1.706419582901692600e-01,9.265255258423571449e-01,1.471743248597349174e+00,-1.126943539132882997e-02,1.615449441506006556e+00,2.215436616249297774e-01,9.536248377357344364e-04,9.939781628179877870e-02,3.557140242504244765e-02,2.579209695241317379e-01,-2.700403290829143099e-01,-5.494595801656791956e-01,1.992392071048429525e+00,9.182094368596550593e-01,9.358759601714012888e-01,-1.105479860890470345e-01,2.427416741634417507e-01,1.958668544234093700e-01,5.421542485065809075e-02,-8.849207651567877475e-01,6.807504976363473737e-02,5.268987357184233833e-01,-8.561029978775088756e-01,-1.202596176412088713e+00,3.206451356020510457e-01,1.391243480242258412e+00,5.764539873250631441e-01
-7.377904764221850931e-01,-7.233968043177652074e-01,-3.006528892399551456e-01,1.949405851946089396e-01,-4.141056215751937053e-01,1.205842017913834607e-01,-7.123026345901010137e-01,-1.541462681485844533e+00,-6.103740022604676740e-01,-2.341997696615863711e-01,-9.976410956196964941e-01,-8.456580548953083198e-01,-4.630521253507082213e-01,-9.464099394382996522e-01,7.881990596864707488e-01,-4.679968303242165173e-01,-6.981158595274811196e-01,-7.434374473514187009e-01,-1.540545378443740621e+00,-1.760223537507859870e+00,-1.812503126461666891e+00,-8.918347365453747067e-01,-6.193899244343535615e-02,-8.034853748645566229e-01,-1.506909470010095786e+00,-1.026008053283882004e+00,-1.661118200849432736e+00,-5.060554571529628509e-01,3.639863627773656102e-02,-6.028499281899228901e-01,-1.058450338519089540e+00,-1.593714472482361311e+00,-1.497682648358365398e+00,-1.861459613307020700e+00,-8.068730088363418318e-01,4.777806392512218281e-01,-2.745742300931043323e-01,-7.331726596056531431e-01
-2.545595323254703363e-02,1.548814859743022687e+00,-1.120323826481038232e+00,2.809343674557914228e-01,1.400029697414405083e+00,1.432197570855141544e+00,1.153417091752872770e+00,3.754741959240660565e-01,-1.093767303456617990e+00,-1.049792805926008876e+00,6.132898366780573651e-01,1.199126669696215924e-01,1.849140011654445859e+00,-5.126823855111112271e-01,-1.243033170594004311e+00,4.784212986789501687e-01,-4.731669450743719585e-01,4.666626035647648135e-02,1.734618905523722221e+00,1.201884167358743261e+00,6.387538948019135798e-01,5.578096307206564797e-01,-2.210937026502595604e+00,-8.179965067896203257e-01,6.868040437824742828e-01,9.807128325324572238e-01,2.100626199264422900e-01,-3.991002483352280167e-02,1.209161542975917686e-01,-8.244815946457215716e-01,-3.788044895794627220e-01,1.018647985605104278e+00,-1.293668345539920050e-01,8.907595355430767414e-01,1.000675902197244005e+00,-6.056782661269596857e-02,-7.586856635419572115e-01,1.651274489757265318e+00
9.061273288835819395e-01,-1.144258192514782807e-01,1.065487308162006652e+00,1.386974576944851878e-01,6.436938377523417076e-02,5.394997719875855857e-01,1.142381516315503331e+00,-6.187958209164940993e-01,1.368832923543317551e-02,1.368596676131566547e-01,1.021416401605935276e+00,2.601440106418617115e-01,1.602425030971453002e-01,1.032751987146214301e+00,-1.724490255725643628e-01,-6.135972211484507222e-01,-6.759929498393915659e-02,1.963850566549498466e-01,-6.224449368582879449e-01,-6.459491013634397483e-01,-1.549240300059469888e+00,-1.162655628206650353e-02,-1.627496492972658304e+00,2.577372206647811637e-01,1.479048872362489497e+00,-7.371158519408306520e-02,-4.054807167620379238e-02,5.716460156538229198e-02,-3.693142995816680041e-01,-1.300465687441410279e-01,-1.350135779886399712e-01,-2.328280663120936567e-01,-9.883241768758130874e-01,-6.610666805397462653e-01,-9.568243849045204863e-01,-1.228090550887785515e+00,1.273938174774434384e-01,-6.825585084149315973e-02
-6.793349667323204111e-01,-9.366742866042071514e-01,-8.186223985076453991e-01,-2.001266330705170071e-01,8.839205688369118352e-01,-4.567901415492769956e-02,-1.921440195164382470e+00,-9.772016052677993114e-01,2.206095524190790358e-01,3.204135072942566054e-01,1.457526017870485746e-01,-2.232124872716371722e-01,1.807260894260934447e-01,-1.736772413541848747e+00,-7.823392679221687074e-02,-1.309482205508819552e+00,-9.127864544014561154e-01,-1.295201205023249313e+00,-2.293150431203170303e+00,8.611576674893584027e-01,4.755346620803357904e-01,-8.221149471159971966e-01,-4.438437230851900450e-01,5.461078320980119472e-01,-7.823794472086417207e-01,-1.021924939551220435e+00,-9.470599832500846693e-01,-1.185494575261458294e+00,-7.740667930249101047e-01,-1.242823604350455247e+00,4.527642750459868332e-02,-1.832244255441912495e+00,-4.208516424449044724e-01,-1.424243102560548146e-01,1.844930571815545928e-01,-6.263223529588320959e-01,-1.084643032315584898e+00,-6.691322035191660245e-01
-6.486089759824772982e-02,1.743711136784590054e-01,5.611273149374333968e-01,-6.420342699806661502e-01,-2.010367685821122241e-01,-7.875760145578700744e-01,5.138626277509685814e-01,1.569747243648021762e+00,8.477010575143006932e-01,1.304034608594634825e+00,1.818231444397441221e-01,6.776376035173670154e-01,7.071682770921742245e-01,-2.564808920234848966e-01,-1.037506528040609499e+00,2.508009717398033689e-01,-4.902301727084277250e-01,-6.172731994585506365e-01,-4.984344885656756541e-02,1.142584914494634507e+00,-7.322777191675247099e-01,3.030055603327646077e-02,-9.953477922653543031e-01,-2.196422707818660724e-01,4.763839142807119176e-01,7.359757177852479515e-01,-3.961661851371941351e-02,-7.832693413403486460e-01,2.981171957193715083e-01,1.302071138694301800e-01,-6.211555571093227979e-01,-4.457821429116755607e-01,1.243038618915075499e+00,-7.650566568908778731e-01,2.188458396194090938e-01,-3.376256743780111647e-01,1.028024099027278870e+00,2.788419457617083985e-01
-2.885989505983889078e-02,-1.031777038640720123e+00,-8.300320554454723165e-01,4.363490342921885201e-01,-1.276723715756539645e+00,-1.133123008875242421e+00,-1.054907990161548570e+00,-4.060004565480226923e-01,5.631120079077905904e-01,1.026658400703792662e+00,-5.031940748313412648e-01,-1.322217228399030498e-01,-4.261045412345479400e-02,-2.090134321389866198e-02,1.790237910752001116e-01,-5.263481798849216631e-01,-9.380853775740187750e-01,-3.845127030442808680e-01,1.873498478797071820e-01,-8.264871998578012802e-01,1.607964856358989059e-01,-4.438263924749324268e-02,7.691465627692624096e-01,7.555694247226587557e-01,-1.877795997911330395e-01,-7.879379342070332859e-01,-6.926857033666627972e-02,6.946953804003020982e-01,-6.651737645184399028e-01,6.598545069382147354e-02,-1.881980138942334901e-01,-1.346330229072096041e-01,-1.120741310482479935e+00,-4.463448057545288949e-01,-9.095520435083397082e-02,5.017722176899679365e-01,3.007495887959665826e-01,-1.660814207563234168e+00
1.595065527425744145e-01,1.096535089318045886e+00,2.909976947250586532e-01,-5.008238689433517493e-02,6.206086095833109884e-01,-5.331859799044676163e-02,-6.456538915333423501e-02,-2.180296941304126768e-01,-1.283635203315785178e+00,-1.124262871730535185e+00,-9.483430758745957645e-01,-6.337179300684792072e-01,5.210612881619454129e-01,9.500145198419122083e-01,-4.512421136483530382e-01,-2.015012679987272792e-01,-5.533011259564252216e-01,6.201189407045477608e-01,1.478001607650488047e+00,2.955330915921545731e-01,3.631811216018790422e-01,-5.331993190842452268e-01,-5.434314035355984895e-01,-9.195154879944840154e-01,3.274710704375045078e-01,-1.742114507015802838e-01,1.150569971918465662e+00,-2.560251606367226485e-01,-1.696244617310279645e-01,-6.318491213410027951e-01,6.717433749595275172e-01,8.713850889001807376e-01,-2.952729801980276680e-01,7.298279548256421112e-01,4.933884944526484850e-01,-5.926166164777411094e-01,-2.340683250535904036e-01,-4.685478137904654505e-01
3.233123084897616267e-02,-2.833207935572975567e-01,-1.293953856967696436e-01,4.860181075056960176e-01,-2.068353424181964550e-01,8.403933715587849074e-01,9.574895609737407720e-02,-5.695746652125898563e-02,-1.953868371287478811e-01,-1.606321757361251490e-01,1.350358057285381053e+00,2.433633901339772032e-01,7.299187753211615615e-01,8.673121585384795384e-01,2.588930075497664074e-02,5.897324342452614498e-01,1.779272168799317100e-01,-1.027538943067380250e+00,-1.945319873145472944e-01,3.145100533478839000e-01,1.679837548587894691e+00,1.253766814177819322e+00,9.198823704705549886e-02,3.727571357889882808e-01,1.301923819466607457e-01,3.076015074986422349e-01,1.536836085504118321e+00,-9.401451391503010124e-02,-7.052384207190345311e-01,5.093652891923532433e-01,-3.585041230667544987e-01,1.408150790909476813e+00,-4.214205854291172906e-03,1.238376311676436137e+00,1.105159766148498868e+00,-1.411327004071737612e+00,-4.101869325917730791e-01,1.112473072382574452e-01
-9.420197456548997650e-01,7.532822807899497430e-02,-6.484747251797361445e-01,-2.291338805070980700e-01,-1.054031161669320982e+00,-5.259287308347905254e-01,-9.068826002166440192e-01,-1.262906681912952411e+00,-6.354697613967017489e-01,-8.196435727858064624e-01,-5.841253043900331843e-01,-6.350647237858298988e-01,-4.414485995702033261e-01,-5.930127681982542143e-01,-2.332611977378983292e-01,1.276331270685724384e-01,-3.003969391022381918e-01,1.434770277611708000e-01,-6.784956688581784690e-01,1.339366075509585141e-01,1.549841529598825041e+00,2.694802022010195364e-01,1.555870614292798049e+00,-1.197278461117090576e-01,-3.484734622908620127e-01,-7.294674297898131599e-01,-7.411129424935452015e-01,-4.494814087677360681e-01,3.096366880741463490e-01,6.849765936560023305e-02,2.114382838633678194e-02,-7.790429067070022695e-01,-5.515024030094948237e-01,4.193759568925362613e-01,6.592240877430509682e-01,-6.790391657805628922e-01,-1.345374406624277652e+00,-5.231497557635744755e-01
-8.791000433561467764e-01,-3.309653294537805435e-01,-1.477306676460436119e+00,-5.411699260891338348e-01,9.472129510570366229e-01,7.074652334320852276e-01,-3.365026818783339313e-01,5.088775616757106324e-01,-1.943209622718530483e+00,-1.452884176735833588e+00,-8.345588901122225067e-01,-6.438739182630256463e-01,-2.337798733403806395e-01,-1.040189817720649001e+00,-1.585057945719490435e+00,3.689175399832694130e-02,-8.692092124149951582e-01,-1.071903418336946912e+00,-1.286434379348688317e+00,-2.131227347028998853e-01,1.890734258784031452e-01,-4.327715893889358401e-01,-5.795339047732396276e-01,-2.208429652794105247e-01,5.298967784841798201e-01,-9.449146886242273946e-02,-6.668043197955670909e-01,-1.233576969013745028e+00,-3.438691800644498309e-01,-1.647745275089542938e+00,-1.215506715919292491e+00,-8.695342536672368006e-01,-4.110274899090848311e-01,-1.658925355081821984e-01,-5.512705344604833524e-01,-9.071591856421453715e-01,-9.217949261327859634e-02,3.862927877688349665e-01
-1.252752592951241306e+00,-6.418434102373125061e-01,-6.974256411336866579e-01,-1.052197012384642333e-01,-1.766225922585870078e-01,-4.333943654987540972e-01,-1.012877135729522093e+00,-1.026828770402199664e+00,-1.179584896276038686e+00,-1.816408625891399398e+00,-6.243830609544873678e-01,-1.236195128024191625e+00,-9.266842161803562350e-01,-8.483264899768588885e-01,-8.616125542444823537e-01,-1.520890426961562181e+00,-1.673652449674139842e+00,-1.907281351329537245e+00,-1.123146143914428574e+00,-6.965407193912391826e-01,-1.082743008030723653e+00,-9.079893568339791887e-01,4.771200688527294509e-01,-7.345954753101860968e-01,-1.389902342599838247e+00,-1.239169054832875760e+00,-1.303574588355106423e+00,-1.406982928928931287e+00,-9.212425278597957679e-01,-1.586357034894923856e+00,-1.859917907210383081e+00,-1.667466932779034350e+00,-1.849461966661412604e-01,-1.871168761214497156e+00,-1.568226778000858301e+00,-8.090253506158383567e-01,-1.391604375161396012e+00,-1.555927085658320941e+00
-1.752437726028558851e+00,-8.979863553285577504e-01,-2.830736081697825951e-03,-5.298012819121529215e-01,4.399826381663068942e-01,-1.070901458125766315e+00,-1.010519239476097120e+00,-1.025397896423768440e+00,-1.487085154111414509e+00,-7.079223563731756874e-01,-1.508688390181684769e+00,-1.281383606288935439e+00,-1.131903341239233196e+00,-6.882844507741172624e-01,-3.932173540828136638e-01,-5.056816401746999645e-01,-8.417265364837632768e-01,-3.442770090115424009e-01,5.897192333077758142e-02,-1.131158667194903877e+00,-1.525322287053836101e+00,-9.174451850342433268e-01,-3.385637216458742271e-01,-1.030039548951219963e+00,-2.898006973882713555e-01,-5.343713403777132775e-01,-4.310386095051662453e-02,-3.643057023307780251e-01,-7.626308899963922805e-01,-1.470932348173640714e+00,-7.288305154618759385e-01,-1.853212612871315002e-01,-1.782030805674449103e-01,-1.452186973837322315e+00,-1.120854913488888327e+00,-1.041564209527954032e+00,-2.028301106281522881e-01,-7.597226372912969650e-01
-1.030452476560413944e+00,-1.585006694229957436e+00,-1.104606813777270657e+00,-1.431575420562709589e-01,-2.162375722598569361e+00,-9.533679383560565990e-01,-1.216088559982478667e+00,-1.508725416752479509e+00,-7.902309819917131550e-01,-9.957143862976054471e-01,-3.049510474541637928e-01,-1.224112259294842575e+00,-1.150982725727059508e+00,-7.804515838540643236e-01,2.042484131871988851e-01,-9.331907922079338835e-01,-1.088419070833034574e+00,-1.671138041399454766e+00,-9.922275958939043017e-01,-1.848871311720909461e+00,1.383815016659913355e-01,-1.361159163675475625e+00,-1.010537614912557114e+00,-2.070193438320610202e+00,-1.535920635941624424e+00,-6.609609940191580879e-01,-1.436654430977765795e+00,-1.077449207376867557e+00,-1.424333919662746029e+00,-1.698202018359820986e+00,-1.330743358904972862e+00,-5.883136123791342653e-01,-1.896394177012441951e+00,-4.531651130122744675e-01,-8.661475482969769324e-01,-8.798818069815288467e-01,-1.231564775897302288e+00,-1.466636935375459361e+00
-9.660667083619393081e-01,-5.844328644987869525e-01,-5.041928968389693955e-01,-3.779118342717538437e-01,-1.126625218453461003e-01,-7.523553951286101604e-01,-5.921694731415246826e-01,-2.668571893637733949e-01,-1.094154405784901751e+00,-1.088610710714257523e+00,-3.664494772231119413e-01,-9.017109046939226769e-01,-1.932560536451501276e+00,-1.578790065491953110e+00,1.473042354537202059e-01,-1.100828584825983114e+00,-9.101526099977212958e-01,-1.627743931120846144e+00,-1.452104223943015526e+00,-8.582942280228029741e-01,-1.921674554865842044e-01,-1.614156314838823603e+00,-3.605182786837504705e-01,-3.965178406731793004e-01,-1.376933015298790197e+00,-1.498510977102313291e+00,-1.322886726281503167e+00,-5.759850726820042732e-01,-1.345442841197490358e+00,-1.375217109691211803e+00,-9.555836659889825890e-01,-4.823208812853657101e-01,-1.171074015064714535e+00,-9.201794600709891636e-01,-2.391424413634999913e-01,-1.051343059886122422e+00,-1.390981501333735215e+00,-1.085797831446059236e+00
-2.061663349746238438e+00,-1.488371798250595901e-01,-7.439250543456374931e-01,-1.216674519527027876e+00,-7.489872520517305565e-01,-8.238404651611117568e-01,4.296055192781035315e-01,7.647181442520761818e-01,-5.277075873415383311e-01,-9.733374614188156082e-01,-6.736985614434092273e-01,-9.026961671768655160e-01,5.993982730707828575e-03,-1.072745641153443064e+00,-1.081341777674735161e+00,-2.575389793524496818e-01,-1.130017820566451503e+00,-2.950388071041817328e-01,1.360314760269194734e+00,2.164514746923039412e-01,-8.059893640286244776e-02,-3.215063238101484866e-01,-7.961904245954684045e-01,-1.228164030113020999e+00,7.556582579605567451e-01,6.707348584607442099e-02,-1.075526708347518845e+00,-1.394716423354838586e+00,-2.589396012009092529e-01,-1.536355083832969592e+00,-8.965663876851769354e-01,1.449782293734932059e+00,9.188138785618230608e-01,-2.866284303785668897e-01,4.665232616832529766e-01,-2.549057468726354525e-01,-5.050141592273419411e-01,1.553142158988958021e+00
1.189286643244753111e-01,3.642689167619604651e-02,6.590483623056195839e-01,8.924666029015021484e-02,2.269621839352153614e-01,1.208389341731993909e-02,8.216484031131749965e-01,3.466180595132793973e-01,5.270273480832692314e-01,7.743305473500262659e-01,1.431909267888137771e+00,5.948754999349183947e-01,-6.741939725199781915e-03,9.106560316938614452e-01,1.003116145136114579e+00,-2.000366470625768167e-01,1.815445647215530034e-01,8.801505338135839906e-01,-1.103141155978340837e+00,-6.659310454915251531e-01,-1.383116342255266140e+00,8.251379619010905386e-02,4.953063066369091383e-02,7.002082326086478403e-01,-1.224386412798825097e+00,6.157917400592641810e-01,9.303438481121882875e-01,6.120389251848969980e-01,-3.114343745613701864e-01,1.752220241193231665e-01,4.146846727395628873e-01,-1.261733274547188088e+00,5.498536470659930453e-01,-9.461720391562994381e-01,3.458871283750913350e-01,6.625026277628833782e-01,1.190886174617587834e+00,-8.495263690962128189e-01
-2.073176946276043264e-01,1.003654071975260909e+00,-5.766602298069616328e-01,-4.771533331980447601e-01,-1.468534353308821094e+00,-6.771694251900930439e-01,1.112278447331704473e-01,-8.421276009811282659e-01,2.885284483816445977e-01,-1.847444450297504870e-01,-1.199307566396637270e+00,6.902741189758896390e-01,-1.263274303534459853e-01,-3.278184337441656382e-01,1.474522223198491355e+00,-3.450450912909823198e-01,5.713176272474094208e-01,3.331042803741495750e-01,-5.393930917975592321e-01,-4.468174370726288314e-01,-6.313987881123456214e-01,-2.880249529150513133e-01,6.097165490747558786e-02,-3.201867279002148514e-01,-6.223796113102122440e-01,6.616178840587978449e-01,-7.315192377200540053e-01,3.375724238166907254e-01,-6.487981360269101661e-01,4.725992053124354886e-01,-3.692470489365753394e-01,-3.380208375250773889e-01,3.270218333132950822e-02,-7.221293942737468941e-01,7.988637631827394392e-01,8.457601124640254930e-01,5.306970198322086274e-01,-2.016051821960376800e-01
-6.452255454185403805e-01,-4.238214491020698693e-01,-3.483920085750886186e-01,6.537122274204876238e-01,-6.279941680412787219e-01,-4.740443063838545995e-02,-6.015218538808123246e-03,-1.999146821525062401e-01,-1.109163170940762555e+00,-1.623617593090833922e-01,-1.075180103892516004e-01,-7.833140743055387878e-01,-2.495079773438674264e-01,7.369874187066224880e-02,-1.496920303254371809e-01,-2.328798726131738328e-01,-1.047539827369449839e+00,-6.785269314889491588e-01,7.741078261598832722e-02,-9.672488634504073923e-01,-3.781463686874485530e-01,-6.844379331174798020e-01,-1.608286640667250467e+00,1.986150109965366117e-01,-8.540816541621552016e-01,4.568910207629310327e-01,3.306357502840419071e-01,-1.456796888914589916e+00,-7.810869148715037236e-01,-8.813242011376508644e-01,-1.628401174904750892e+00,-2.248661730613479570e-01,-9.130151337289763580e-01,-1.325397885239381512e+00,-3.728402895121245564e-01,-9.419575662135941663e-01,-4.719319130969393261e-01,1.567087901070823297e-01
-8.780071276870531349e-01,-7.908104695851622123e-01,-4.879320670615039379e-01,-3.682061971865546735e-01,1.287707159913654031e+00,-5.416365853311715384e-01,-6.665558426656291446e-02,-2.104696949262244432e-01,-2.697535647806763581e-01,-8.075094326826046665e-01,-1.511914982322736800e-01,-4.600771913480896647e-01,-6.098351031738490080e-02,-9.624388745962576819e-02,-8.037773190339697615e-02,-2.777675990065968659e-01,-1.763936044746765353e+00,-3.437366377293597508e-01,-1.117960606511905430e+00,1.038141193809360291e-02,-8.577894870146147988e-02,1.612945911059858461e-01,5.684702961919593789e-02,1.317118124579650384e+00,-4.121955756956520167e-01,-7.508211656669825373e-01,-5.207531062450645454e-01,-3.902211547079371123e-01,-1.800290260586300262e+00,-1.095197015982422695e+00,-9.929704523119671222e-01,-4.653435342536503816e-01,-2.899302364852175962e-01,3.323409380384031442e-01,1.959185833382471653e+00,-4.536897217801318383e-01,-1.080023420820421354e+00,2.647986947166216520e-01
-2.687064955773055264e-02,8.163053345238577840e-01,-3.687905383702440032e-01,6.381914860723861826e-01,2.024507690109125235e-01,6.714892913538893504e-01,1.234232637988244008e+00,1.599307203042261483e+00,-5.468641454370693628e-02,2.599892228053422016e-01,-1.966566565789356069e-01,6.945229183695840192e-01,1.648012564345757713e+00,-2.539718040467683902e-01,-1.311812510854382996e+00,3.524020071721511438e-01,-2.954943208348977945e-01,6.626830091892497165e-01,-5.363256034575526465e-01,5.222030850590386741e-01,-1.433261818871720106e+00,9.543995956860362728e-01,-7.838463130012627289e-01,1.227401836784405287e-01,-2.520857193758752612e-01,4.709526217027441009e-01,-2.454681882958659467e-01,3.668994391390916210e-01,4.677109494205302642e-01,9.361491900993555715e-02,1.948514418834089434e-01,-1.998329628665503899e-01,8.660065957990058516e-01,-1.128689457123848161e+00,5.054506087839494288e-01,-3.854050913763043540e-01,6.411305203259715091e-01,-1.052229294697843293e-01
2.089200285084500675e-01,4.973982726505748464e-01,1.116292549574769977e+00,-2.481875215418949954e-01,1.206368027460253955e+00,6.941657680931301311e-01,1.356782490146499098e+00,1.751134419891748228e+00,2.379466347819386041e+00,2.783113179778259116e+00,8.500145409762492887e-01,1.254881645905153720e+00,8.799665413894300903e-01,1.376641428430394276e+00,1.443547757880137894e+00,7.088792789178121057e-01,9.348000508788159024e-01,1.007873941564408016e+00,5.633222974636556968e-01,7.771220598370204291e-01,-2.079672727255259090e+00,4.558531105687914087e-01,1.152850523719103570e+00,2.209483596676756534e+00,6.032468085302393757e-01,1.436764108640437909e+00,7.070724272498130070e-01,1.482551650311032254e-01,9.180970922020921243e-01,1.518532163265748469e+00,1.345724994684843967e+00,-3.320015308449320024e-01,1.238133958342596319e+00,-1.607126662585602217e+00,-1.211903753647983611e-01,9.465584398507539410e-01,1.099671428849235522e+00,4.647377315734019798e-01
4.873946273554723430e-01,-1.202949718913436661e-01,-1.043055863633197022e+00,4.500267527945519541e-01,-1.006792811339539129e-01,3.360708923182164076e-01,5.937401521202747556e-01,1.258175384243496397e+00,6.136692089214316193e-01,5.786728426868948949e-01,1.666229970037096664e-01,6.599507666745563217e-01,1.090272189324587243e-03,1.712694232862668420e+00,-5.410012940976643980e-02,6.769666816610295790e-01,1.151572693973081485e+00,-5.243619558539085873e-02,9.396384388966384504e-01,1.792530151950204320e-01,-1.768690368030528592e+00,4.110042008343623987e-01,1.098461431809084399e+00,1.223147452737056273e+00,4.248657018780796490e-01,1.022485203951880584e+00,9.342021115859295843e-01,-4.611429179830127123e-01,-6.078138388806263448e-01,1.220560920389266224e+00,1.442110061608416760e-01,3.387553406322088012e-01,1.053743820197776238e+00,-2.613810577801927715e-01,9.397920652648769635e-02,1.174111279634550531e+00,3.270016724990884027e-01,1.083525628934138618e+00
